-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
-0.709877, -2.026434, 1.593526, 0.000000
